16637|3549|2
3549|6453|0
6453|23889|-1
22355|35662|2
4788|23889|-1
37054|174|2
174|6453|0
30619|37662|2
37662|174|2
5713|1200|2
15808|6453|2
12556|3741|2
42235|3741|2
36909|37100|2
8285|5518|2
36867|36958|2
36958|8513|2
8346|6453|2
33788|8966|2
8966|1273|2
37197|15706|2
15706|39386|2
39386|6762|2
6762|23889|-1
37406|60725|2
60725|6762|2
36902|6453|2
37006|30844|2
36996|174|2
36958|57187|2
57187|15802|2
36958|3356|2
3356|1273|-1
37457|5713|2
25543|6453|2
33765|6453|2
10474|1299|2
327748|9129|2
9129|37100|2
37705|2609|2
2609|6762|2
24691|6453|2
37385|6453|2
36997|30844|2
36937|6453|2
31143|6697|2
37281|60725|2
60725|8657|2
8346|5511|2
5511|6453|0
36932|37148|2
37090|1200|2
1200|4788|2
37063|37100|2
37100|1200|2
36925|174|2
174|6762|0
37403|3741|2
1299|4788|-1
327750|37271|2
37271|174|2
36877|33763|2
33763|6453|2
36907|11259|2
11259|6453|2
36914|36944|2
36944|1200|2
37282|6453|2
15399|6453|2
29571|5511|2
28683|3491|2
3491|6453|0
37090|23889|2
18931|3741|2
14988|37678|2
37678|3491|2
327719|37309|2
37309|8657|2
1668|24827|2
60330|12389|2
6083|174|2
25447|33891|2
37228|37100|2
37542|36937|2
2018|36944|2
33762|1299|2
37061|33771|2
33771|6453|2
37043|12491|2
3320|6762|0
37497|37271|2
37520|16637|2
327681|30999|2
56740|25106|2
25106|60330|2
37475|37282|2
36874|29606|2
29606|2914|2
11845|1299|2
37557|5511|2
29614|1273|2
36934|37228|2
22351|6453|2
15964|5511|2
22690|37228|2
2609|5511|2
36982|2018|2
327805|36937|2
37520|2018|2
3741|4788|0
37503|8657|2
37187|6453|2
36947|6762|2
49711|60330|2
37537|37678|2
21042|30781|2
37126|37100|2
12143|6453|2
12406|60330|2
12389|1200|2
6453|12143|-1
30844|6453|2
6697|174|2
37281|37451|2
37451|1273|2
32653|3741|2
3741|174|2
21280|30844|2
30844|2914|2
2914|6453|0
1299|6453|0
37090|3257|2
3257|6453|0
37100|3257|2
3741|3356|2
3356|6453|0
37271|3356|2
10474|3356|2
36944|174|2
28683|5511|2
35662|3356|2
8657|3356|2
12389|6453|2
33891|3356|2
37228|6453|2
6762|6453|2
39386|6453|2
37074|29614|2
1273|6453|0
30999|174|2
15802|6453|2
5713|6453|2
11845|3356|2
37524|60171|2
60171|6453|2
23889|6453|2
49711|12406|2
30781|3356|2
5518|1299|2
8513|3257|2
33788|15412|2
15412|6453|2
3320|6453|0
16637|3356|2
3356|2609|-1
22355|6939|2
6939|6762|2
6762|2609|-1
37054|3356|2
37100|3356|2
37662|3356|2
30844|6939|2
5713|3491|2
3491|6762|0
15808|3741|2
8285|12578|2
12578|3356|2
8513|3356|2
39386|3356|2
6453|6762|0
174|3356|0
15802|3356|2
3320|3356|0
327748|15706|2
15706|9129|2
6453|3356|2
2914|6762|0
1273|6762|0
15964|6762|2
37187|6939|2
36947|2609|2
23889|6762|2
12389|6762|2
21042|6774|2
6774|3356|2
2914|3356|0
6697|31133|2
1299|3356|0
3257|6762|0
33763|3356|2
15399|3356|2
5511|3356|2
25447|6939|2
30999|6774|2
6453|4788|-1
3549|1299|2
2914|3320|0
5511|3320|2
1273|1299|2
15964|3491|2
3491|3257|2
5511|3257|2
36947|57023|2
8218|1200|2
37678|174|2
174|1299|0
2609|8928|2
37084|15399|2
3320|4788|-1
37662|9498|2
12578|1200|2
3356|1299|2
6939|12389|-1
12389|60330|2
60330|49711|2
6453|12389|-1
2914|12389|-1
5511|1299|2
1299|12389|-1
30844|1200|2
1200|6939|2
1273|12389|-1
3257|12389|-1
9002|60330|2
57734|6939|2
174|12389|-1
30781|1200|2
1200|12389|2
56740|12406|2
12406|6697|2
6697|49711|2
6762|12389|-1
39386|174|2
3320|3257|2
33763|6939|2
24827|6697|2
5518|12389|2
33788|3491|2
3491|6939|0
174|33762|-1
5511|174|2
33891|1299|2
1299|33762|-1
37100|10474|-1
6762|174|2
6453|1299|2
37662|33762|2
16637|33762|-1
36994|5713|2
5713|16637|2
327681|36868|2
15802|15412|2
15412|1299|2
12389|1299|2
6453|174|2
32653|5713|2
3257|174|2
3741|16637|0
33763|33762|2
15399|37100|2
3491|174|2
18931|33762|2
14988|36937|2
8657|174|2
30619|5713|2
3257|1299|2
36996|16637|2
37098|37662|2
9129|16637|2
1273|174|2
22351|3356|2
3356|174|2
60171|174|2
57023|174|2
37002|6774|2
37678|5713|2
37054|57734|2
60330|12406|-1
12406|48352|-1
60330|48352|2
1200|9002|2
5713|1299|2
15964|6453|2
49711|48352|2
12389|12406|2
15412|12389|2
3320|1299|2
31143|48352|2
24827|48352|2
12406|20940|2
25106|56740|-1
57734|20485|2
20485|6697|-1
9002|6697|-1
6453|9002|-1
5518|12578|2
12578|6697|-1
8966|1200|2
15706|8452|2
12389|6697|-1
174|20485|0
3356|20485|-1
1299|6697|-1
33891|9002|2
2609|3356|2
6697|12406|-1
12406|56740|2
30999|37662|2
3491|20485|0
57023|1200|2
1200|20485|2
49711|6697|2
37002|57734|2
10474|37100|2
37100|37126|-1
8657|1200|2
1200|37100|2
1299|37100|-1
30844|37100|0
33763|10474|2
16637|12258|2
12258|10474|2
11259|8657|2
22355|36943|2
6762|1299|2
15802|1200|2
6939|1200|2
16637|10474|2
3491|3356|2
6774|5511|2
15802|57187|-1
57187|36958|-1
3356|15802|-1
5511|2914|2
1200|15802|2
30982|30986|2
30986|37255|2
37255|16637|2
23889|5511|2
2914|15802|-1
6453|2914|2
12389|15412|0
6762|3356|2
36902|36958|2
3491|2914|2
30969|30844|2
33762|174|2
34421|6697|2
1273|2914|0
1299|10474|-1
3356|10474|-1
3257|3356|0
5713|10474|2
14988|5713|2
174|3491|0
3257|3491|0
3356|3491|-1
6453|3491|2
6453|5511|2
15802|2914|2
2914|3491|-1
3320|3491|0
57023|5511|2
12389|2914|2
37002|8218|2
1273|3491|0
37385|5511|2
3491|33770|2
174|5511|0
33763|3491|2
174|30999|-1
30999|327681|2
16637|3741|2
3741|37271|-1
37271|36868|-1
36868|327681|2
5713|174|2
6774|30999|-1
2914|59344|2
1273|6774|-1
33763|37271|2
1200|6774|2
37497|37105|2
3356|6774|-1
6453|15399|-1
15399|37084|-1
30844|15399|2
37100|37084|-1
3356|15399|-1
36914|15399|2
8966|3356|2
6453|37385|-1
12578|3320|2
8513|2914|2
4788|33788|-1
3257|4788|-1
23889|4788|2
39386|3257|2
3356|3257|2
33788|33770|2
33763|3741|2
12578|12389|2
6762|3257|2
174|36944|-1
36944|36914|-1
1200|36944|2
2914|174|2
3549|174|2
37228|36866|2
12389|174|2
6774|286|2
286|174|2
15399|36914|-1
174|36914|2
33763|36944|2
174|8657|-1
8657|37309|-1
37309|327719|-1
1299|8657|-1
6453|3257|2
3257|8657|-1
1200|8657|2
12389|3257|2
6774|1200|2
8657|10474|2
10474|327719|2
1273|3257|0
33763|8657|2
10474|37266|-1
36996|10474|2
37457|10474|2
33763|37266|2
22355|10474|2
6697|1299|2
11845|10474|2
36947|12956|2
12956|1299|2
3356|37054|-1
174|37054|-1
39386|9498|2
15412|2914|2
57734|37054|2
3741|37678|-1
5713|37678|-1
30844|3741|2
6762|37678|-1
1299|174|2
16637|5713|2
36996|5713|2
37662|36937|2
36937|5713|2
22355|11845|2
15964|1273|2
37187|37662|2
33762|16637|2
6083|5713|2
3356|39386|-1
39386|15706|-1
15706|37197|-1
30844|3356|2
6762|39386|-1
174|39386|-1
6453|39386|-1
33763|39386|2
33788|37197|-1
5511|6762|0
6762|3491|2
31133|3491|2
3741|5713|-1
5713|37457|-1
1200|5713|2
2914|5713|-1
6762|2914|2
6453|5713|-1
3356|2914|2
8218|6461|2
6461|2914|2
174|5713|-1
33763|37457|2
3356|12956|0
12956|8346|-1
174|12956|0
5511|12956|0
1200|12956|2
6939|12956|0
6453|12956|0
3491|12956|0
2914|12956|0
37187|174|2
3257|12956|0
1299|12956|0
6762|12956|0
3549|12956|0
1273|12956|0
36925|5511|2
33763|12956|2
8346|29614|2
3491|29571|-1
29571|25543|-1
5511|29544|-1
29544|25543|-1
12578|3257|2
3257|6713|-1
6713|25543|-1
8346|29544|2
12956|6713|-1
12956|25543|2
37090|5713|2
8346|12956|2
60330|9002|2
37503|327719|2
37524|327719|2
12956|1200|2
5713|36937|2
6453|36937|-1
8966|6453|2
2018|36937|2
12956|6453|2
9002|6453|2
36937|33770|2
6453|29606|-1
29606|36874|-1
2914|29606|-1
5713|36874|-1
12578|2914|2
3257|2914|2
174|37187|-1
6939|6453|2
36937|37662|0
37662|37187|2
174|6939|2
6939|37187|-1
33763|37187|2
6939|174|2
6453|6939|0
3320|6939|0
6453|37187|-1
33788|15706|-1
37100|6762|2
3356|6762|0
1299|6762|0
12956|6762|2
2609|33770|2
1273|9002|0
3356|9002|-1
33763|9002|2
4788|1200|2
9002|1299|2
33788|2914|2
34421|48352|2
6697|48352|2
35662|9002|2
6697|25106|-1
34421|56740|2
25106|33770|2
33770|56740|2
2914|1299|2
37037|21042|2
3356|5511|0
5511|37037|-1
6939|1299|2
3320|5511|0
1273|5511|0
37054|21042|-1
3549|5511|0
3257|5511|0
30781|5511|2
8218|5511|2
2914|5511|0
1299|5511|0
6762|5511|2
30844|5511|2
3491|5511|0
37678|14988|-1
36937|14988|-1
3741|14988|2
37537|14988|2
37678|37537|-1
10474|5713|-1
33763|174|2
11845|5713|2
14988|37537|2
37100|174|2
174|37002|2
6774|37002|-1
6461|8218|-1
8218|37002|-1
5511|8218|2
6939|57734|0
57734|37002|2
2200|37002|2
36994|3257|2
1200|8218|2
6453|1273|2
1273|29571|-1
2914|1273|2
174|1273|0
5511|1273|2
3257|1273|2
3491|1273|2
3549|1273|2
8657|3257|2
9002|1273|2
1299|1273|-1
12956|1273|2
8218|1273|2
6762|1273|2
39386|1273|2
25543|29571|2
3320|12956|0
30781|57734|2
5511|23889|-1
8966|6762|2
6453|60171|-1
60171|37524|-1
174|60171|-1
35662|174|2
20852|6697|2
3549|6762|0
49902|15557|2
15557|6762|2
37292|5511|2
30990|174|2
37182|36944|2
3356|16637|-1
10474|16637|-1
9002|1200|2
1200|16637|2
6453|3549|2
3549|16637|-1
34421|12406|2
1273|3549|0
10474|12258|-1
12258|16637|2
1299|3549|0
174|3549|0
3491|3549|0
5511|3549|2
2914|3549|0
6697|12389|2
12389|1273|2
8657|36994|2
1273|29614|-1
36994|29614|-1
3320|1273|2
34419|29614|2
5713|2914|2
29614|37074|-1
15557|1273|2
1200|34419|2
6453|24691|-1
29571|1273|2
15557|6453|2
8452|6762|2
3741|30988|-1
3356|3741|-1
5713|3741|2
174|3741|-1
2914|3741|-1
15557|174|2
174|30990|-1
30844|174|2
8966|1299|2
15557|1299|2
327817|36937|2
3356|37662|-1
37662|30619|-1
9498|37662|-1
174|37662|-1
3491|9498|-1
42235|30619|2
33763|37662|2
36866|8966|2
37678|3741|2
16637|33770|2
6453|36902|2
3549|36902|2
36958|36902|2
3741|2914|2
36867|36902|2
37098|12491|2
12491|174|2
174|12491|-1
9002|2914|2
37002|174|2
174|37271|-1
6762|15964|-1
36943|3741|2
37187|33770|2
1273|6939|0
37098|37187|2
8359|6697|-1
15557|1200|2
1200|8359|2
6453|20485|-1
20852|48352|2
4788|1299|2
9002|3356|2
3356|8513|-1
2914|8513|-1
3257|8513|-1
15557|3257|2
174|3257|0
57023|30781|2
1299|3257|0
30781|21042|-1
3356|30781|-1
5511|30781|-1
6774|21042|-1
3491|1200|2
1200|30781|2
8966|57734|2
57734|30781|2
2914|30781|-1
8218|57734|2
33763|30781|2
5713|14988|-1
57187|3356|2
1200|3491|2
30844|33770|-1
33770|6774|2
29614|36994|2
49902|2200|2
5511|29571|-1
1200|174|2
2609|36947|2
11259|12956|2
15557|12956|2
174|57023|-1
1200|57023|2
36874|36937|2
10474|37187|-1
3741|36937|0
6762|3320|2
37524|33770|2
8657|37503|-1
3356|8657|-1
31133|37503|2
327719|37503|2
37503|37309|2
3741|8657|0
2018|37520|-1
36944|2018|-1
33763|2018|2
36937|2018|-1
36937|327817|-1
36937|327805|-1
5511|2609|2
5713|6083|-1
174|6083|-1
25250|8657|2
33891|2914|2
37105|6083|2
21174|30844|2
37204|5713|2
37204|3491|2
3549|3356|2
37596|10474|2
37084|6453|2
1299|15412|-1
33763|5511|2
37061|6453|2
37002|2200|2
36937|37542|-1
9498|6453|2
37204|37662|2
60330|33770|2
6453|33771|-1
33771|37061|-1
6762|8966|-1
8966|33771|-1
3356|8966|-1
57734|8966|2
1200|8966|2
31133|37061|2
39386|8966|2
1273|8966|-1
30844|37105|0
8452|3257|2
6453|8346|-1
5511|8346|-1
174|37090|-1
1200|37090|2
30990|39386|2
9498|1200|2
16637|1200|2
35662|1200|2
36994|1273|2
174|36925|-1
5511|36925|-1
8657|37613|-1
37613|37012|-1
5511|37012|-1
8657|37012|2
3257|37090|-1
2914|3257|0
3549|3257|2
33763|3257|2
5511|28683|-1
174|37100|-1
2914|30844|-1
6939|30844|-1
3741|30844|0
1299|6939|-1
1200|30844|2
33763|30844|2
36937|30844|2
174|2914|0
3356|30844|0
3741|12556|-1
15808|12556|2
11845|3741|2
3257|9498|-1
3356|9498|-1
9498|37343|-1
174|9498|-1
1299|9498|-1
3549|9498|-1
33891|9498|2
36958|37343|2
36867|37343|2
36902|37343|2
8966|33788|-1
1299|8966|-1
30982|37255|2
6461|6762|0
3356|36958|-1
33763|36958|2
1273|3356|2
12956|3356|2
6762|37100|-1
37100|33765|-1
6453|33765|-1
2914|37100|-1
3356|37100|-1
3257|37100|-1
29571|37577|-1
1299|11845|-1
3356|11845|-1
5713|11845|-1
6697|9002|2
3741|11845|0
60725|3491|2
3491|6866|-1
6866|3356|2
33763|11845|2
1299|15557|-1
15557|49902|-1
174|15557|-1
3257|15557|-1
6453|15557|2
6866|6762|2
6762|15557|-1
1273|15557|-1
12956|15557|0
2200|49902|2
33763|16637|2
16637|37255|-1
37255|30986|-1
30986|30982|-1
37100|2914|2
2914|30982|2
3549|2914|2
6453|30982|2
6697|12578|2
1299|30982|2
1200|3356|2
1299|2914|0
30781|2914|2
12389|6939|2
8928|2609|-1
3257|8928|-1
5511|8928|0
1200|8928|2
2914|8928|-1
174|6697|-1
6697|33770|2
37662|6697|2
37100|6939|2
12389|49711|2
49711|33770|2
37028|3741|2
37028|16637|2
37100|9002|2
37028|36937|2
33763|37596|2
37028|3257|2
8657|30781|0
10474|30781|2
15412|1200|2
57023|57734|2
57734|8218|2
33770|4788|2
30781|57023|-1
5511|57023|-1
57734|57023|2
12956|2914|2
37255|30982|2
37090|8657|2
25250|327719|2
36937|3741|2
12956|5511|2
8966|36866|-1
36866|37228|2
6453|37228|2
15399|36866|2
1200|6762|2
30844|6762|2
15964|33770|2
37100|37228|2
37228|36934|2
1273|36994|-1
5511|37557|-1
37457|33770|2
36874|37199|-1
33891|1200|2
3356|30990|-1
30990|37054|-1
6453|3320|2
174|3320|0
3257|3320|0
1299|3320|0
3356|3320|2
33763|3320|2
3549|3320|2
1273|3320|0
12956|3320|2
8218|3320|2
3491|3320|2
6453|25543|-1
37312|33770|2
37100|9129|2
9129|15706|2
16637|327748|2
37063|37386|2
37386|16637|2
8966|3257|2
30844|30969|-1
37100|30844|2
37204|30969|2
15399|30844|0
33770|15802|2
4788|1273|2
12956|3491|2
5511|3491|2
174|36996|2
6774|36996|0
16637|36996|2
5713|36996|2
5511|6774|-1
36877|36996|2
30844|37006|-1
3356|36902|2
6762|60725|-1
60725|37406|-1
31133|37406|2
8513|36958|-1
36958|36867|-1
16637|2914|2
10474|2914|2
57023|2914|2
15399|2914|2
22355|2914|2
37662|2914|2
36902|36867|2
3741|33770|2
1299|5518|-1
5518|8285|-1
12578|8285|-1
1200|12578|2
33763|12578|2
3356|12578|-1
12389|5518|-1
3257|12578|-1
1299|8285|2
6453|36930|-1
36930|36909|-1
37100|36909|-1
36937|10474|2
36902|3356|2
3741|42235|-1
6453|15808|-1
15399|15808|2
3741|15808|-1
12556|15808|2
3491|5713|-1
1299|5713|-1
37406|12684|2
12684|6661|2
3741|18931|-1
8966|37273|2
6762|37063|-1
37273|37063|-1
3741|37273|2
5713|37154|-1
37662|37154|-1
36996|37154|2
33763|36996|2
5511|37292|-1
5511|33770|2
30844|60330|2
37281|37463|2
8657|25250|-1
327719|25250|2
37503|25250|2
