31133|25250|2
174|35662|-1
35662|22355|-1
3356|35662|-1
1200|35662|2
6939|22355|-1
11845|22355|-1
36932|30984|2
30984|37282|2
6762|6939|0
37090|174|2
37100|6453|2
30988|3741|2
37610|37063|2
6697|8359|2
33763|22355|2
9129|8928|2
8928|5511|2
3549|1200|2
37315|37662|2
3356|3549|-1
30844|3257|2
36986|30619|2
30619|6453|2
3491|28683|-1
31133|28683|2
37519|36937|2
37406|6762|2
36902|36930|2
36930|6453|2
36996|3356|2
56498|60330|2
6083|3257|2
56740|34421|2
37100|15399|-1
33763|15399|2
36866|15399|2
6774|16058|-1
174|3303|2
11259|36907|-1
6453|11259|-1
12956|11259|-1
8657|11259|-1
4788|11259|-1
327775|36907|2
9498|3549|2
33763|36877|-1
3356|33763|-1
3741|33763|-1
36996|36877|2
3356|37271|-1
37271|327750|-1
33763|327750|2
37662|37271|2
3741|37403|-1
33763|37403|2
6453|33763|-1
174|33763|-1
36997|37386|2
37386|37063|2
37385|33770|2
1273|33770|2
33770|37148|2
21280|33770|2
30844|21280|2
3741|32653|-1
5713|32653|2
8657|60725|-1
1200|3549|2
6697|31143|-1
49711|31143|2
3491|12389|-1
12406|31143|2
20852|31143|2
34421|31143|2
24827|31143|2
30844|36997|-1
37084|37100|2
6453|37084|-1
37451|8657|2
37187|37105|2
3320|174|2
3257|6083|2
37315|36937|2
6453|33770|2
6453|10474|2
31133|2609|2
3491|8928|0
6661|1200|2
12684|57734|2
6661|2914|2
6697|34421|2
12491|37043|-1
8285|2588|2
2588|42979|2
42979|174|2
37105|2914|2
36937|33762|2
1200|6453|2
60330|6697|2
174|2018|2
33763|6697|2
12556|8966|2
4788|2914|2
36914|8966|2
37282|37475|-1
3549|37282|-1
8657|15964|-1
1200|37282|2
6762|3549|2
15964|37475|-1
33763|37282|2
37309|33770|2
11845|33770|2
9002|11845|0
37457|11845|2
33763|37312|2
37090|33770|2
9498|37577|-1
30990|6762|2
33763|9498|2
37054|6939|2
37100|37662|0
37608|37054|2
30990|3356|2
226|4|-1
4|23889|2
33763|15802|2
37343|33770|2
33763|2914|2
2914|12578|-1
21280|37100|2
1273|4788|-1
37100|33770|2
37063|6762|2
37271|3741|2
9002|35662|0
6083|22355|2
37519|37358|2
37358|3741|2
37090|35662|2
36937|11845|2
57023|6939|2
5511|16637|2
8657|327719|2
2609|174|2
174|2149|-1
8928|2149|2
2609|4|2
34419|3209|2
3209|1200|2
21280|226|2
3741|4|2
36914|4|2
37054|4|2
29614|4|2
4|1273|2
2914|2609|2
226|6697|2
6697|4|2
4|31133|2
31133|6762|2
31133|4|2
6762|4|2
4|2609|2
37098|4|2
23889|174|2
22355|327750|2
10474|327750|-1
30844|327750|0
36944|327750|2
33762|327750|2
37187|327750|2
2018|327750|2
37662|327750|2
37497|327750|2
37403|327750|2
11845|327750|2
37090|6453|2
10474|33763|-1
174|33770|2
33770|36925|2
56498|6697|2
3320|12578|-1
6762|20485|0
31133|6697|-1
6697|56740|2
15706|6762|2
6762|12713|2
6697|2149|2
1299|20485|0
8657|4|2
37100|8359|2
8359|174|2
3741|8359|0
33763|31133|2
35662|31133|2
174|8359|0
37054|20485|2
174|12406|2
4|30969|2
6453|6697|2
1273|37148|-1
3741|6453|2
33771|4|2
4|6453|2
3356|4|2
3356|37084|2
8966|37061|2
3257|8966|-1
12491|3320|2
37204|6453|2
36937|37520|-1
6453|37520|2
25106|6697|2
37228|22690|2
21280|36866|2
29571|6453|2
3356|22351|-1
6453|22351|-1
3491|701|2
701|22351|-1
21042|3356|2
174|16637|2
3257|3549|0
2149|37457|2
286|3549|0
30844|3320|2
5511|8966|2
3320|2914|2
2914|37228|2
174|2609|2
4788|174|2
30844|12956|2
15412|3257|2
4788|3356|2
15802|36958|2
12956|174|2
37282|1200|2
22351|701|2
174|36902|2
3257|7500|-1
8513|174|2
3356|7342|2
37282|3549|2
2914|33770|2
33770|3257|2
37282|2914|2
30844|5518|2
10474|20940|2
20940|3741|2
8966|37228|2
